"Experiment Name: ","Time_Base_Campaign_Example"
"Experiment Description: ","Example of a time base campaign with 2000 faults"
"Responsable: ","David Paiva"
"Date: ","12/10/2022 23:17:48"
"-"
"-"
"-"
"-"
"-"
"Target: ","EDC (CONASAT)"
"Fault Type: ","FAULT_TYPE_TIMEBASED"
"Register","Mask","T0","Tinj","T1","Tfim"
"R1","00000000000000010000000000000000","2000","3558","6000","12000"
"R1","00000100000000000000000000000000","2000","3949","6000","12000"
"LR","00000000000000100000000000000000","2000","5507","6000","12000"
"R8","00000000001000000000000000000000","2000","3229","6000","12000"
"R3","00000000000000000000010000000000","2000","3762","6000","12000"
"R10","00000000001000000000000000000000","2000","4432","6000","12000"
"R7","00000000000000000000000001000000","2000","5346","6000","12000"
"R6","00000000000000000000000010000000","2000","5662","6000","12000"
"R11","00000000000000000000000001000000","2000","4101","6000","12000"
"R1","00000000000000001000000000000000","2000","3223","6000","12000"
"PC","00000000000000000000000000000010","2000","3972","6000","12000"
"R11","00000000000001000000000000000000","2000","3211","6000","12000"
"R1","00000000000000000000000001000000","2000","5586","6000","12000"
"LR","00000000001000000000000000000000","2000","4230","6000","12000"
"R2","00000000000000001000000000000000","2000","3133","6000","12000"
"R0","00000000001000000000000000000000","2000","4275","6000","12000"
"R12","00000000000001000000000000000000","2000","5153","6000","12000"
"R9","00000000000000000000100000000000","2000","3489","6000","12000"
"R5","00000000001000000000000000000000","2000","3958","6000","12000"
"R11","00000000000100000000000000000000","2000","3107","6000","12000"
"SP","00000000000010000000000000000000","2000","2442","6000","12000"
"R12","00000000000000100000000000000000","2000","3121","6000","12000"
"R3","00000000100000000000000000000000","2000","3914","6000","12000"
"R6","00000000000000000000000010000000","2000","4267","6000","12000"
"R2","00000000000000010000000000000000","2000","3673","6000","12000"
"R3","00000000000000000100000000000000","2000","5118","6000","12000"
"R11","00000000000000000010000000000000","2000","5923","6000","12000"
"R4","00000000000000000000000000000100","2000","4479","6000","12000"
"PC","00000000000000000000000000001000","2000","3595","6000","12000"
"R3","00000000010000000000000000000000","2000","3573","6000","12000"
"R8","00000000000000000000000100000000","2000","3841","6000","12000"
"R4","00000000000000000000000000100000","2000","2419","6000","12000"
"R3","00000000000000000000000000000001","2000","3823","6000","12000"
"SP","00010000000000000000000000000000","2000","4899","6000","12000"
"LR","00000000000000010000000000000000","2000","3410","6000","12000"
"R12","00100000000000000000000000000000","2000","5086","6000","12000"
"R6","00000000000000000000000001000000","2000","3910","6000","12000"
"R2","00000000000001000000000000000000","2000","2423","6000","12000"
"PC","00000000000000000000010000000000","2000","3290","6000","12000"
"R11","00000000000000000000000000000010","2000","5495","6000","12000"
"PC","00000000000100000000000000000000","2000","3075","6000","12000"
"R5","01000000000000000000000000000000","2000","3555","6000","12000"
"R11","00000000000000000000010000000000","2000","4813","6000","12000"
"R12","10000000000000000000000000000000","2000","2971","6000","12000"
"R10","00000000000000000000010000000000","2000","4908","6000","12000"
"R2","00000000100000000000000000000000","2000","2652","6000","12000"
"LR","00000000000000000000000000000001","2000","4688","6000","12000"
"R8","00000100000000000000000000000000","2000","4100","6000","12000"
"SP","00000000000000000000000000100000","2000","5846","6000","12000"
"R5","00000000000000000000000000000010","2000","5525","6000","12000"
"R1","00000000000001000000000000000000","2000","2299","6000","12000"
"R3","00000000000000001000000000000000","2000","2162","6000","12000"
"R7","10000000000000000000000000000000","2000","3499","6000","12000"
"R12","00000000000000001000000000000000","2000","2471","6000","12000"
"R10","00000000000000000000100000000000","2000","5592","6000","12000"
"R0","00000000000000000000000000100000","2000","4966","6000","12000"
"R7","00000000000000000000001000000000","2000","3591","6000","12000"
"R5","00000000000000010000000000000000","2000","4940","6000","12000"
"R5","10000000000000000000000000000000","2000","5061","6000","12000"
"R11","00000100000000000000000000000000","2000","3458","6000","12000"
"R0","00000100000000000000000000000000","2000","3287","6000","12000"
"R6","00000000100000000000000000000000","2000","4414","6000","12000"
"R0","00000000000000000000000000000010","2000","3534","6000","12000"
"R11","00000000000000000000000001000000","2000","5194","6000","12000"
"R0","00100000000000000000000000000000","2000","4632","6000","12000"
"R9","00000000000001000000000000000000","2000","5020","6000","12000"
"R2","00000000000000001000000000000000","2000","3411","6000","12000"
"R5","00000000000000000000000000010000","2000","4709","6000","12000"
"R3","00000000000000000000000000010000","2000","4317","6000","12000"
"R8","00000000000100000000000000000000","2000","4390","6000","12000"
"R6","00000010000000000000000000000000","2000","4104","6000","12000"
"R9","00000001000000000000000000000000","2000","3739","6000","12000"
"R1","00000000000100000000000000000000","2000","5897","6000","12000"
"R7","00000010000000000000000000000000","2000","4763","6000","12000"
"R9","00000000000000000000100000000000","2000","3151","6000","12000"
"R2","00000010000000000000000000000000","2000","4984","6000","12000"
"R7","00000000000000000000100000000000","2000","3408","6000","12000"
"R6","00000000000000001000000000000000","2000","3905","6000","12000"
"R0","00001000000000000000000000000000","2000","2143","6000","12000"
"R1","00000000000000000000000000010000","2000","4424","6000","12000"
"R7","00000000000000001000000000000000","2000","4026","6000","12000"
"LR","00000000000001000000000000000000","2000","2781","6000","12000"
"R2","00000000000000000000010000000000","2000","5760","6000","12000"
"R7","01000000000000000000000000000000","2000","3544","6000","12000"
"R6","00000100000000000000000000000000","2000","4768","6000","12000"
"R4","00000000000000100000000000000000","2000","5270","6000","12000"
"R0","10000000000000000000000000000000","2000","2060","6000","12000"
"R11","00000000000000000000100000000000","2000","2651","6000","12000"
"R0","00000000000000000000000010000000","2000","3373","6000","12000"
"R8","00000000000000000000100000000000","2000","2582","6000","12000"
"R10","00000000000000000000000000001000","2000","4591","6000","12000"
"R4","00000000000000000000100000000000","2000","4290","6000","12000"
"LR","00000010000000000000000000000000","2000","2013","6000","12000"
"LR","00000000000000000001000000000000","2000","3496","6000","12000"
"R1","00000100000000000000000000000000","2000","2600","6000","12000"
"R5","00010000000000000000000000000000","2000","5346","6000","12000"
"R11","00000000000000000000000000001000","2000","4512","6000","12000"
"SP","00000000000100000000000000000000","2000","4859","6000","12000"
"R9","00000000000000000000000000000100","2000","2437","6000","12000"
"R3","00000000000010000000000000000000","2000","4690","6000","12000"
"R4","00000000000000000000000000010000","2000","5143","6000","12000"
"LR","00000000000001000000000000000000","2000","5117","6000","12000"
"R9","00000000000000000000000001000000","2000","3562","6000","12000"
"R4","00000000000000000010000000000000","2000","5993","6000","12000"
"R6","00010000000000000000000000000000","2000","5590","6000","12000"
"R1","00000000000000000000000000000100","2000","4192","6000","12000"
"R12","00000000000000000010000000000000","2000","5066","6000","12000"
"R9","00000000000000000000000010000000","2000","5444","6000","12000"
"R8","00010000000000000000000000000000","2000","3040","6000","12000"
"R11","00001000000000000000000000000000","2000","4535","6000","12000"
"R1","00000000000000010000000000000000","2000","3372","6000","12000"
"R12","00000000100000000000000000000000","2000","3421","6000","12000"
"R0","00000000100000000000000000000000","2000","3790","6000","12000"
"R7","00000000000000000000000010000000","2000","2265","6000","12000"
"R5","00000000000000000000000010000000","2000","2631","6000","12000"
"R2","00000000000000010000000000000000","2000","5460","6000","12000"
"LR","00000000000000000000000100000000","2000","5576","6000","12000"
"SP","00000000100000000000000000000000","2000","5117","6000","12000"
"R7","00000001000000000000000000000000","2000","2245","6000","12000"
"R1","00000000000000100000000000000000","2000","4138","6000","12000"
"R4","00000000000000000000000100000000","2000","2857","6000","12000"
"R10","00000000000000000000010000000000","2000","3996","6000","12000"
"SP","00000000000000000000010000000000","2000","3363","6000","12000"
"R4","00000000000000000000001000000000","2000","2113","6000","12000"
"PC","00001000000000000000000000000000","2000","2910","6000","12000"
"R3","00010000000000000000000000000000","2000","2642","6000","12000"
"R9","00001000000000000000000000000000","2000","4495","6000","12000"
"R9","00000000000000000000000000000100","2000","4349","6000","12000"
"R11","00000000000000000000000000000001","2000","4263","6000","12000"
"R12","00000000000000010000000000000000","2000","5213","6000","12000"
"PC","00000000010000000000000000000000","2000","4456","6000","12000"
"R8","00100000000000000000000000000000","2000","3301","6000","12000"
"R1","00000100000000000000000000000000","2000","5525","6000","12000"
"R12","00000000100000000000000000000000","2000","3900","6000","12000"
"R8","00000000000000100000000000000000","2000","2434","6000","12000"
"R8","00000000000000000000000000010000","2000","4449","6000","12000"
"SP","00000000000000000000010000000000","2000","5866","6000","12000"
"R3","01000000000000000000000000000000","2000","3632","6000","12000"
"LR","00000000000000000000001000000000","2000","4383","6000","12000"
"LR","00000000100000000000000000000000","2000","5341","6000","12000"
"R0","00000000000000000000000000000001","2000","5563","6000","12000"
"R5","00000000000000000000010000000000","2000","4605","6000","12000"
"R4","00000000000000000000000100000000","2000","5462","6000","12000"
"R9","00000000000000000010000000000000","2000","5253","6000","12000"
"R3","00000000000000100000000000000000","2000","4433","6000","12000"
"R4","00000000000000000000100000000000","2000","3466","6000","12000"
"R3","00000000000000000100000000000000","2000","5006","6000","12000"
"R10","00000000000000000000010000000000","2000","2086","6000","12000"
"R9","00000000000000000000000000000010","2000","3811","6000","12000"
"R0","00000010000000000000000000000000","2000","5692","6000","12000"
"LR","00000000000000000000000000001000","2000","4163","6000","12000"
"R9","00000000000000000001000000000000","2000","4435","6000","12000"
"R1","00010000000000000000000000000000","2000","4988","6000","12000"
"R10","00010000000000000000000000000000","2000","4319","6000","12000"
"SP","00000000000000100000000000000000","2000","5216","6000","12000"
"SP","00100000000000000000000000000000","2000","3485","6000","12000"
"R10","00000000000000000000000000000100","2000","5403","6000","12000"
"R0","00000000001000000000000000000000","2000","5276","6000","12000"
"R12","00000000000001000000000000000000","2000","2467","6000","12000"
"R2","00000000000000000000000000001000","2000","3481","6000","12000"
"R2","00000000000000001000000000000000","2000","3310","6000","12000"
"SP","00000000000010000000000000000000","2000","3555","6000","12000"
"PC","00000100000000000000000000000000","2000","2621","6000","12000"
"R11","00000000001000000000000000000000","2000","4798","6000","12000"
"LR","00000000000000000100000000000000","2000","5941","6000","12000"
"R9","00000000000000000000000000001000","2000","4355","6000","12000"
"R6","10000000000000000000000000000000","2000","5870","6000","12000"
"R8","00000000000000000001000000000000","2000","3652","6000","12000"
"R5","00000000000000001000000000000000","2000","2565","6000","12000"
"R12","00000000000000000000000000010000","2000","4524","6000","12000"
"R2","00000000000000100000000000000000","2000","4716","6000","12000"
"R12","00001000000000000000000000000000","2000","3909","6000","12000"
"R4","00000000000000000000000000100000","2000","5058","6000","12000"
"PC","00000000000000000010000000000000","2000","3827","6000","12000"
"R5","01000000000000000000000000000000","2000","3069","6000","12000"
"R9","00000000100000000000000000000000","2000","3198","6000","12000"
"R12","00000000000000000100000000000000","2000","4386","6000","12000"
"R12","00010000000000000000000000000000","2000","3406","6000","12000"
"R5","00000000000000000000000001000000","2000","4503","6000","12000"
"R0","00000000000001000000000000000000","2000","5679","6000","12000"
"R2","01000000000000000000000000000000","2000","4689","6000","12000"
"R8","00000000000000000000010000000000","2000","2963","6000","12000"
"R9","00000000000000000000001000000000","2000","5415","6000","12000"
"LR","00000000000000000000000000000001","2000","2198","6000","12000"
"R6","00000000000000000000001000000000","2000","4359","6000","12000"
"PC","00000000000000000000000000000100","2000","4413","6000","12000"
"R2","10000000000000000000000000000000","2000","4134","6000","12000"
"R7","00000000000000000000100000000000","2000","2936","6000","12000"
"LR","00000000000100000000000000000000","2000","2227","6000","12000"
"R12","00000000000000010000000000000000","2000","2599","6000","12000"
"R7","00000000000100000000000000000000","2000","5605","6000","12000"
"SP","00000000000000000000000000010000","2000","4536","6000","12000"
"R10","00000000000010000000000000000000","2000","5331","6000","12000"
"R6","00000000000010000000000000000000","2000","5006","6000","12000"
"R0","00000000000010000000000000000000","2000","5730","6000","12000"
"R3","00000000000000000000000000010000","2000","4989","6000","12000"
"R3","00000000000000000100000000000000","2000","4441","6000","12000"
"R4","00000000000000000000000100000000","2000","3730","6000","12000"
"R11","00000000000000010000000000000000","2000","5712","6000","12000"
"R9","00001000000000000000000000000000","2000","4336","6000","12000"
"R9","10000000000000000000000000000000","2000","2599","6000","12000"
"PC","00000000000001000000000000000000","2000","2901","6000","12000"
"PC","00000000000000100000000000000000","2000","5139","6000","12000"
"R10","00000000000000000000001000000000","2000","2747","6000","12000"
"R12","00000000000000000000000000000010","2000","5107","6000","12000"
"R0","00000000000000000000000000100000","2000","4954","6000","12000"
"R8","00000000000000000000001000000000","2000","2625","6000","12000"
"R3","00000100000000000000000000000000","2000","2058","6000","12000"
"R7","00000000000000000001000000000000","2000","5123","6000","12000"
"R8","00000000000000000100000000000000","2000","2247","6000","12000"
"R7","00000000000000000000000000100000","2000","2305","6000","12000"
"R11","00000000000000000010000000000000","2000","5837","6000","12000"
"R6","00000001000000000000000000000000","2000","4082","6000","12000"
"R10","00000000000000000000000010000000","2000","2307","6000","12000"
"R0","00000000000000000000010000000000","2000","2351","6000","12000"
"R10","00000000000000000000000000001000","2000","3380","6000","12000"
"R6","00000000000000010000000000000000","2000","4073","6000","12000"
"R9","00000000000000000001000000000000","2000","3736","6000","12000"
"PC","00000000100000000000000000000000","2000","5014","6000","12000"
"LR","00000000000000000000000000010000","2000","5009","6000","12000"
"R6","00000000000000000000000000000010","2000","5254","6000","12000"
"PC","00000000000000000000001000000000","2000","5489","6000","12000"
"R7","00000000000000000001000000000000","2000","3316","6000","12000"
"R11","00000000000000000000000000000100","2000","3673","6000","12000"
"SP","01000000000000000000000000000000","2000","3383","6000","12000"
"R0","00000000000000000000100000000000","2000","3868","6000","12000"
"LR","00000000000000000000000000100000","2000","4089","6000","12000"
"R4","00000000000000010000000000000000","2000","5251","6000","12000"
"R1","00000000000000000000000000000010","2000","3775","6000","12000"
"LR","00000000000010000000000000000000","2000","5833","6000","12000"
"R5","00000000000000000100000000000000","2000","3463","6000","12000"
"PC","00000000000000100000000000000000","2000","5254","6000","12000"
"R8","00000000001000000000000000000000","2000","4624","6000","12000"
"SP","00000000100000000000000000000000","2000","5001","6000","12000"
"R6","00000000001000000000000000000000","2000","5587","6000","12000"
"R5","00000000000000000000000000100000","2000","5439","6000","12000"
"R1","00000000000000000000000000100000","2000","4079","6000","12000"
"SP","00000000000000000000000000000010","2000","4784","6000","12000"
"R0","10000000000000000000000000000000","2000","3458","6000","12000"
"R12","00000000000000000000000000000100","2000","3336","6000","12000"
"SP","10000000000000000000000000000000","2000","2675","6000","12000"
"R7","00000010000000000000000000000000","2000","5811","6000","12000"
"R2","00000000000000000000001000000000","2000","5292","6000","12000"
"R9","00000000000010000000000000000000","2000","5090","6000","12000"
"R3","00000000000000000000000000000100","2000","4870","6000","12000"
"SP","00001000000000000000000000000000","2000","5482","6000","12000"
"R10","00000000000000010000000000000000","2000","2396","6000","12000"
"R10","00000000100000000000000000000000","2000","3915","6000","12000"
"LR","00000000000000000000000010000000","2000","5058","6000","12000"
"R5","00000001000000000000000000000000","2000","5646","6000","12000"
"LR","00000000000000000000000000000100","2000","5582","6000","12000"
"R5","00000000000000000010000000000000","2000","3816","6000","12000"
"R11","00000000000000000000000001000000","2000","3156","6000","12000"
"R12","00000000001000000000000000000000","2000","2619","6000","12000"
"PC","00000000000000000010000000000000","2000","2735","6000","12000"
"R2","00100000000000000000000000000000","2000","2300","6000","12000"
"SP","00000000000001000000000000000000","2000","5819","6000","12000"
"R12","00000100000000000000000000000000","2000","4079","6000","12000"
"R3","00000000000100000000000000000000","2000","5440","6000","12000"
"R12","00000000010000000000000000000000","2000","5326","6000","12000"
"R8","00000000000000100000000000000000","2000","4745","6000","12000"
"R5","00010000000000000000000000000000","2000","4521","6000","12000"
"R2","00000000000000100000000000000000","2000","2419","6000","12000"
"LR","00000000000000000000000010000000","2000","4839","6000","12000"
"R11","00000000000000000100000000000000","2000","5217","6000","12000"
"R4","00000000000000000000000100000000","2000","3562","6000","12000"
"R1","00000000000000000001000000000000","2000","3756","6000","12000"
"R5","00000000001000000000000000000000","2000","3857","6000","12000"
"R4","00000000000000000000000001000000","2000","3191","6000","12000"
"R12","00000000000000000001000000000000","2000","3031","6000","12000"
"R5","00000000000000001000000000000000","2000","3584","6000","12000"
"R11","00000000000000000000000001000000","2000","4408","6000","12000"
"R1","00000010000000000000000000000000","2000","5715","6000","12000"
"R10","00000000000000000000000000100000","2000","3252","6000","12000"
"R6","10000000000000000000000000000000","2000","5785","6000","12000"
"R8","00001000000000000000000000000000","2000","5388","6000","12000"
"R1","00000000000000000010000000000000","2000","5389","6000","12000"
"R9","00000000000100000000000000000000","2000","3690","6000","12000"
"SP","00000000000001000000000000000000","2000","5039","6000","12000"
"R1","00000000000000000010000000000000","2000","4381","6000","12000"
"R6","00000000000000001000000000000000","2000","4402","6000","12000"
"R6","00000000000000010000000000000000","2000","2561","6000","12000"
"R6","00000000000001000000000000000000","2000","4048","6000","12000"
"PC","00000000000001000000000000000000","2000","3965","6000","12000"
"R6","00000000000010000000000000000000","2000","4349","6000","12000"
"LR","00000000001000000000000000000000","2000","4774","6000","12000"
"R5","00000000000000000000100000000000","2000","4088","6000","12000"
"R12","00000000000000010000000000000000","2000","3809","6000","12000"
"R10","00000000000000100000000000000000","2000","2526","6000","12000"
"R4","00000000000001000000000000000000","2000","3622","6000","12000"
"R1","00000000010000000000000000000000","2000","4409","6000","12000"
"R2","00000000000000000000000010000000","2000","2816","6000","12000"
"PC","00000001000000000000000000000000","2000","2326","6000","12000"
"R7","00000000000000000000000000000010","2000","2096","6000","12000"
"R2","00000000000000000000001000000000","2000","2356","6000","12000"
"R0","00000000000000000000000000010000","2000","2258","6000","12000"
"PC","00000000000000000001000000000000","2000","2552","6000","12000"
"PC","00000000100000000000000000000000","2000","5495","6000","12000"
"R12","00000000001000000000000000000000","2000","3038","6000","12000"
"R7","00100000000000000000000000000000","2000","3953","6000","12000"
"R7","00000100000000000000000000000000","2000","3017","6000","12000"
"LR","00000001000000000000000000000000","2000","2797","6000","12000"
"R12","00000000000000000100000000000000","2000","5596","6000","12000"
"R12","00000000000000000000100000000000","2000","3419","6000","12000"
"R1","00000000000100000000000000000000","2000","3841","6000","12000"
"R10","00000100000000000000000000000000","2000","2217","6000","12000"
"R12","00000100000000000000000000000000","2000","4326","6000","12000"
"R12","00000000010000000000000000000000","2000","5165","6000","12000"
"R9","00000000000000000000000010000000","2000","4200","6000","12000"
"R7","00000000000000000000000000000001","2000","2369","6000","12000"
"R1","00000000000000000000010000000000","2000","4679","6000","12000"
"SP","00000000000000000000010000000000","2000","2025","6000","12000"
"R1","00000000000000000000000000001000","2000","4601","6000","12000"
"SP","00000000000000000000000001000000","2000","5328","6000","12000"
"R1","00000000000000000000000000000001","2000","3546","6000","12000"
"R4","00000000001000000000000000000000","2000","4048","6000","12000"
"R10","00000000000000000000000001000000","2000","2017","6000","12000"
"R8","00000000000000000000000000001000","2000","5841","6000","12000"
"SP","00000000000000000000000000001000","2000","2030","6000","12000"
"R9","00010000000000000000000000000000","2000","5225","6000","12000"
"R11","00000000000000100000000000000000","2000","3968","6000","12000"
"R5","00000000000000000010000000000000","2000","5153","6000","12000"
"R11","00001000000000000000000000000000","2000","3907","6000","12000"
"R7","00000001000000000000000000000000","2000","3448","6000","12000"
"R4","10000000000000000000000000000000","2000","3078","6000","12000"
"R2","10000000000000000000000000000000","2000","4032","6000","12000"
"R11","00000000001000000000000000000000","2000","5354","6000","12000"
"LR","00000000000000000000000100000000","2000","5254","6000","12000"
"R10","00000000000001000000000000000000","2000","2167","6000","12000"
"R8","00001000000000000000000000000000","2000","4944","6000","12000"
"SP","00001000000000000000000000000000","2000","3241","6000","12000"
"R10","00000000000000000000000001000000","2000","3295","6000","12000"
"R8","00000000000010000000000000000000","2000","2215","6000","12000"
"R9","00000000001000000000000000000000","2000","2324","6000","12000"
"R7","00000000000000000000000000000001","2000","4276","6000","12000"
"R8","00000001000000000000000000000000","2000","2031","6000","12000"
"R11","00000000000000000010000000000000","2000","3134","6000","12000"
"R10","00000000000000100000000000000000","2000","2930","6000","12000"
"R12","00000000000000000100000000000000","2000","5012","6000","12000"
"R1","00000000000000000000000000100000","2000","3652","6000","12000"
"R0","00000000000000000000000001000000","2000","4821","6000","12000"
"R10","00000000000000000000000000010000","2000","3729","6000","12000"
"R11","00000000000000000000000000000010","2000","5092","6000","12000"
"R8","00000000000000000100000000000000","2000","2543","6000","12000"
"LR","10000000000000000000000000000000","2000","3959","6000","12000"
"R1","00000000000000000000100000000000","2000","2555","6000","12000"
"R1","00000000000000000000000000000001","2000","3854","6000","12000"
"R6","00000000100000000000000000000000","2000","5282","6000","12000"
"R12","00000000000100000000000000000000","2000","2752","6000","12000"
"SP","00000001000000000000000000000000","2000","4252","6000","12000"
"R4","00000000000000100000000000000000","2000","3313","6000","12000"
"PC","10000000000000000000000000000000","2000","3762","6000","12000"
"R3","00000000000000100000000000000000","2000","5953","6000","12000"
"R5","00000000000000000001000000000000","2000","5888","6000","12000"
"R2","00000000000000000000000010000000","2000","3102","6000","12000"
"LR","10000000000000000000000000000000","2000","4854","6000","12000"
"R2","01000000000000000000000000000000","2000","5337","6000","12000"
"R9","00000000000000000000000000100000","2000","2136","6000","12000"
"R7","00000000000000000000000000000001","2000","5494","6000","12000"
"R3","00000000000100000000000000000000","2000","3973","6000","12000"
"SP","00000000000000000100000000000000","2000","3517","6000","12000"
"R12","00000000000000000000100000000000","2000","3605","6000","12000"
"LR","00000000000000000000000000010000","2000","5293","6000","12000"
"LR","00000000000000000000010000000000","2000","4220","6000","12000"
"R3","00000000000000000001000000000000","2000","2672","6000","12000"
"R11","00000100000000000000000000000000","2000","5291","6000","12000"
"R6","00000000000000000100000000000000","2000","3722","6000","12000"
"R2","00000000000000000000000100000000","2000","5909","6000","12000"
"R2","00000000000000000010000000000000","2000","3787","6000","12000"
"PC","00000000000000000000000000100000","2000","3183","6000","12000"
"R4","10000000000000000000000000000000","2000","4452","6000","12000"
"R8","00100000000000000000000000000000","2000","3761","6000","12000"
"PC","00000000000000000100000000000000","2000","2326","6000","12000"
"R8","00000100000000000000000000000000","2000","4665","6000","12000"
"R10","00000000000000000000000000100000","2000","5158","6000","12000"
"PC","01000000000000000000000000000000","2000","3119","6000","12000"
"R12","00000000000000000000000000000010","2000","4716","6000","12000"
"R2","00000000000000000000000001000000","2000","5218","6000","12000"
"PC","00000000000000000001000000000000","2000","4715","6000","12000"
"R0","00000000000001000000000000000000","2000","5521","6000","12000"
"LR","00000000000000000000000000001000","2000","5051","6000","12000"
"R0","00000010000000000000000000000000","2000","5799","6000","12000"
"R7","00000100000000000000000000000000","2000","5826","6000","12000"
"SP","00001000000000000000000000000000","2000","3357","6000","12000"
"R4","00000010000000000000000000000000","2000","3201","6000","12000"
"R11","00000000000000000000000000000001","2000","2051","6000","12000"
"R3","00000000000000000000000001000000","2000","3594","6000","12000"
"R9","00000010000000000000000000000000","2000","2202","6000","12000"
"R8","00000000100000000000000000000000","2000","2671","6000","12000"
"R0","00000010000000000000000000000000","2000","3800","6000","12000"
"R0","00000000000000001000000000000000","2000","5206","6000","12000"
"R10","00000000000000000000001000000000","2000","4974","6000","12000"
"R8","00000000001000000000000000000000","2000","2858","6000","12000"
"R11","00000000000010000000000000000000","2000","4199","6000","12000"
"R2","00000000000001000000000000000000","2000","4843","6000","12000"
"R2","00000000000000000010000000000000","2000","5542","6000","12000"
"R5","00000000000010000000000000000000","2000","2404","6000","12000"
"R4","00000000000001000000000000000000","2000","2738","6000","12000"
"R12","10000000000000000000000000000000","2000","2077","6000","12000"
"R10","00000000000000000000000010000000","2000","3886","6000","12000"
"R8","10000000000000000000000000000000","2000","5959","6000","12000"
"R11","00000000000000000000010000000000","2000","4001","6000","12000"
"R4","00000010000000000000000000000000","2000","3861","6000","12000"
"R10","00000000000000000000000010000000","2000","3284","6000","12000"
"LR","00000000000000000000000100000000","2000","4138","6000","12000"
"R5","00000000000000000000000000100000","2000","2873","6000","12000"
"R11","00000100000000000000000000000000","2000","5741","6000","12000"
"R9","00000000010000000000000000000000","2000","2601","6000","12000"
"R1","00000000000000000000000010000000","2000","5273","6000","12000"
"R9","00000000000000000000010000000000","2000","2406","6000","12000"
"LR","00000000000000000000001000000000","2000","5489","6000","12000"
"R1","00000000000000000000000000000100","2000","3839","6000","12000"
"R5","00000000000100000000000000000000","2000","3664","6000","12000"
"R7","00000000000000100000000000000000","2000","5010","6000","12000"
"PC","00000000000010000000000000000000","2000","3967","6000","12000"
"R2","00000000000000000000100000000000","2000","3051","6000","12000"
"R1","00000001000000000000000000000000","2000","3936","6000","12000"
"LR","00000000000000000000000000001000","2000","4939","6000","12000"
"PC","00000000000000000100000000000000","2000","3911","6000","12000"
"R9","00000000000000000000000000000010","2000","3556","6000","12000"
"R11","00000000000000000001000000000000","2000","4137","6000","12000"
"R6","00000000010000000000000000000000","2000","5344","6000","12000"
"LR","00000000000000100000000000000000","2000","5260","6000","12000"
"SP","00000000000000000000001000000000","2000","4994","6000","12000"
"R10","00000000000000000100000000000000","2000","4574","6000","12000"
"R3","10000000000000000000000000000000","2000","4612","6000","12000"
"LR","00000000000000010000000000000000","2000","3841","6000","12000"
"R12","00001000000000000000000000000000","2000","5055","6000","12000"
"R9","00000000000000000000000000000100","2000","4067","6000","12000"
"R7","00000000000000000000000000001000","2000","3785","6000","12000"
"PC","00010000000000000000000000000000","2000","2829","6000","12000"
"R3","00000000000001000000000000000000","2000","4857","6000","12000"
"R3","00000000000100000000000000000000","2000","2641","6000","12000"
"R1","00000000000000000000000000000010","2000","2694","6000","12000"
"SP","00000000001000000000000000000000","2000","5606","6000","12000"
"R10","00000000000000100000000000000000","2000","3245","6000","12000"
"R7","00000000000000000000000000100000","2000","4913","6000","12000"
"R6","00000000000100000000000000000000","2000","4593","6000","12000"
"R9","00000100000000000000000000000000","2000","3001","6000","12000"
"R0","00000000000000000100000000000000","2000","4957","6000","12000"
"R4","00001000000000000000000000000000","2000","2844","6000","12000"
"R10","00000000000000000000010000000000","2000","5509","6000","12000"
"R12","00000000000000000000010000000000","2000","3488","6000","12000"
"R8","00000000000000000000000000000001","2000","5195","6000","12000"
"R5","00000000000010000000000000000000","2000","2977","6000","12000"
"R12","00000000000000100000000000000000","2000","4029","6000","12000"
"PC","00000000010000000000000000000000","2000","5513","6000","12000"
"R8","00000000000000000000000001000000","2000","4987","6000","12000"
"R3","00000000000000100000000000000000","2000","4223","6000","12000"
"SP","00000000000000000010000000000000","2000","3894","6000","12000"
"LR","00000001000000000000000000000000","2000","4214","6000","12000"
"R5","00000000000000010000000000000000","2000","4980","6000","12000"
"PC","00000000000000000000100000000000","2000","2853","6000","12000"
"R2","00000000000000000000001000000000","2000","2385","6000","12000"
"SP","00000000000000000000000000001000","2000","3415","6000","12000"
"R8","00000000000000000000010000000000","2000","3263","6000","12000"
"SP","00000000010000000000000000000000","2000","4345","6000","12000"
"R9","00000010000000000000000000000000","2000","2605","6000","12000"
"R0","00000000000001000000000000000000","2000","4209","6000","12000"
"R6","00000000000000100000000000000000","2000","2598","6000","12000"
"R3","00000010000000000000000000000000","2000","4494","6000","12000"
"R0","00000000000000000000000000000100","2000","5137","6000","12000"
"R9","00000000000000100000000000000000","2000","5370","6000","12000"
"R6","00000000000000000000000001000000","2000","5942","6000","12000"
"R2","00000000000000010000000000000000","2000","5099","6000","12000"
"R12","00000000000100000000000000000000","2000","5408","6000","12000"
"R2","00000000000000000000000100000000","2000","5721","6000","12000"
"R2","00000000001000000000000000000000","2000","3517","6000","12000"
"R6","00000000000000000000000000000100","2000","4459","6000","12000"
"R4","00000000000000001000000000000000","2000","3138","6000","12000"
"R5","00000000000000000000000000001000","2000","4746","6000","12000"
"R9","00010000000000000000000000000000","2000","4811","6000","12000"
"R6","00000000000000000001000000000000","2000","3511","6000","12000"
"R12","00000000000000000000000000001000","2000","4385","6000","12000"
"LR","00010000000000000000000000000000","2000","5208","6000","12000"
"R10","00000000000000000000010000000000","2000","5301","6000","12000"
